pid,title,bibliographicCitation,bibliographicCitationRepublished,fullIssueSequenceNumber,creator,dateCreated,description,language,publisher,IsPartOf,rights,source,subject,type,category,articleType,volume,issue,transcription,scholarlyNotes,commentary,relatedPeople,featured,repeated,relatedImage,relatedText,relatedTextIssue,filename,caption,order,layout,collection,thumbnail,manifest,full
unionist--text-0108,Lament,<em>The Unionist</em> 1833-09-05,<em>The Genius of Universal Emancipation</em> (Not yet researched),1833-09-05 p.04.34,Gertrude (pseudonym),1833-09-05,Poem with theme of Anti-slavery and in defense of Native Americans,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Poetry; Anti-Slavery,Text,Unionist content,,1,6,"<p align=""center"">[From the Genius of Universal Emancipation]</p> <p align=""center"">LAMENT.</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Wo for our country’s guilt! </p> <p>The glory has departed from her brow,</p> <p>And shame and infamy are round her now;</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The blood her hand hath spilt, </p> <p>Cries out against her from the smoking plain,</p> <p>Yet warm and reeking with the crimson stain.</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The shame of broken faith, </p> <p>Of solemn treaties turn’d to mockery,</p> <p>And the pledge of friendship made a lie,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; And unregarded breath— </p> <p>This blot is resting on her tainted name.</p> <p>A mildew to the brightness of her fame.</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Wo to the forest sons! </p> <p>Whom she hath cast into their brother’s hand</p> <p>To be thrust forth and wanderers o’er the land,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; They and their little ones, </p> <p>Their mothers and their wives, amidst the wild</p> <p>To bear the thought how fair their lost home smiled.</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; They leaned in their deep trust, </p> <p>Upon her solemn vows, and found too late,</p> <p>In their crushed hopes, and their most bitter fate,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Her oaths were as the dust; </p> <p>Her seeming friendship but a mask to hide</p> <p>Her ingrate perfidy, her guilty pride.</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Wo for the dark brow’d slave! </p> <p>Bow’d to the dust ‘neath her relentless hand,</p> <p>And stamped with foul oppression’s hateful brand,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; He passes to the grave, </p> <p>Before the Judgment Seat of Heaven to bear</p> <p>The tale of all his wrongs, and his despair,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Alas! alas, for her! </p> <p>How can she bear the searching eye of God,</p> <p>Bent in its justice on her crimson sod—</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; She, a vile murderer? </p> <p>How dare she lift her hand to heaven and pray,</p> <p>Till she hath cast her cherish’d sins away!</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Yet how with pealing shout, </p> <p>And cannons’ roar, the trump and deep-voiced bells,</p> <p>Of her own glory to the world she tells!</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ah! better would it suit </p> <p>Her cheek, instead of the proud flush it wears,</p> <p>To be washed pale with penitential tears!</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; GERTRUDE. </p> ",,"Important for being a woman author, a type of lament and jeremiad, and from <em>The Genius of Universal Emancipation</em>, this poem unites anti-slavery and defense of Native Americans in its rhetoric",,,,unionist--image-0177,,,,,107,items_item,items,,,
unionist--text-0109,Christian Love,<em>The Unionist</em> 1833-09-05,<em>The Genius of Universal Emancipation</em> (Not yet researched),1833-09-05 p.04.35,Agnes (pseudonym),1833-09-05,Poem with theme of piety,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Poetry,Text,Unionist content,,1,6,"<p>CHRISTIAN LOVE.</p> <p>Oh father, when the soften’d heart</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Is lifted up in prayer to Thee, </p> <p>When earthly thoughts while depart,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; And leave the mounting spirit free— </p> <p>Then teach us that our love, like Thine,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; O’er all the realms of earth should flow, </p> <p>A shoreless stream, a flood divine,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; To bathe and heal the heart of we. </p> <p>Then Afric’s son shall hear no more</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The tyrant’s, in the christian name, </p> <p>Nor tears of wasting anguish pour,</p> <p>Unpitied o’er his life of shame.</p> <p>But taught to love Thee, by the love</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; That bids his long-worn fetters break, </p> <p>He too shall lift his soul above,</p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; And serve Thee for thy mercy’s sake. </p> <p> [Ibid.]&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; AGNES. </p> ",,"Important for being a woman author, and borrowed from <em>The Genius of Universal Emancipation</em>, whose poetry editor, Elizabeth Margaret Chandler, was an important early Abolitionist.",,,,unionist--image-0178,,,,,108,items_item,items,,,
unionist--text-0110,Egyptian Newspaper,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.36,,1833-09-05,Item about a newspaper in Alexandria Egypt,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Foreign News; Miscellaneous Filler,Text,Unionist content,,1,6,"EGYPTIAN NEWSPAPER.—A journal is now published at Alexandria, under the title of Miszer Wekaiesi (Egyptian News.). The Vignette of this paper, in opposition to the Ottoman Crescent, presents half a sun, shining forth from behind a pyramid, on the side of which stands a flourishing young palm tree. On the left of the vignette are these words:—“Printed at the office of the <em>Divan of Events</em> in the Royal Castle.”—This paper, which is in the Arabic and Turkish languages, gives no political news, but is confined to civil and military subjects, which have merely a local interest. ",,"This article was originally published in the July, 1833 edition of <em>The Christian Advocate</em>",,,,unionist--image-0179,,,,,109,items_item,items,,,
unionist--text-0012,Negative Reception for The Unionist,<em>Columbian Register</em> 10 August 1833,,,Columbian Register,1833-08-10,Negative Reception for The Unionist,English,Columbian Register,,https://creativecommons.org/publicdomain/mark/1.0/,Columbian Register,The Unionist,Text,Negative notice,original,,,"“A paper has just been established at Brooklyn, Windham Co. called “The Unionist,” by Charles C. Burleigh, Esq. It is a red hot Abolitionist, and its columns are filled with the martyrdom of Miss Prudence Crandall. It has much to say of Col. Judson’s negro oppression law, Watkins’ cell, &amp;c. &amp;c. Instead of Unionist, the paper should have been called Divisionist, Rebellionist, Pull off your Hat to the Blackist, and Knock your Teeth down your Throatist; and the editor, instead of announcing his name as Chas. Burleigh, should say, “published by Hurly Burly, near Canterbury.”",,"The Columbian Register of New Haven was always a stalwart opponent of Black civil rights in the United States. As masters of newspaper sarcasm, the use of ""Hurly Burly"" to describe Charles C. Burleigh is to be expected.",Charles C. Burleigh; Andrew Judson; Prudence Crandall; Oliver Watkins,,,unionist--image-0232,,,,,11,items_item,items,,,
unionist--text-0111,Major Jack Downing,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.37,,1833-09-05,Humor based on fictional character Jack Downing of Maine,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Humor,Text,Unionist content,,1,6,"MAJOR JACK DOWNING.—This celebrated letter writer is about opening a school in Downingville, for instruction in all branches of English education, including speech-making and gymnastics. In a recent letter he expresses himself more certain of being next President, than he is whether the letter <em>G</em> in gymnastics, should be sounded soft as in “Gineral,” or hard, as in “grog.” ",https://werehistory.org/the-immortal-major-jack-downing-and-the-rise-of-american-political-humor/,"Seba Smith (1792-1868) was a newspaper editor and humorist from Maine, where he created the character Major Jack Downing, a staple of newspapers in the antebellum period. He was also a pro-feminist man, the husband of Elizabeth Oakes Smith (1806-1893), a feminist writer, poet and activist. Their children adopted both of their parents' names as their last name - Oaksmith. Her most famous quote is ""My friends, do we realize for what purpose we are convened? Do we fully understand that we aim at nothing less than an entire subversion of the present order of society, a dissolution of the whole existing social compact?"" This was asked at the 1852 National Woman's Rights Conference. This website provides a [full list of Elizabeth Oakes Smith's writings] and fills in more context - (http://www.oakes-smith.org/)",Major Jack Downing,,,unionist--image-0005,,,,,110,items_item,items,,,
unionist--text-0112,A Statue of Jefferson,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.38,,1833-09-05,A large statue of Jefferson received in New York.,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,National News; Miscellaneous Filler; Foreign News,Text,Unionist content,,1,6,"A STATUE OF JEFFERSON, full length, in plaster, bronzed, has been received from France, and presented to the corporation of the City of New York. It was fashioned by the celebrated David, and is pronounced to be an excellent likeness. ",,"<p>As of 2021, this statue has been removed from the City Council chamber, and sent to the New-York Historical Society, following more revelations concerning Jefferson's slave-owning past</p><p> This is the statue in question - <a href=""https://www.washingtonpost.com/history/2021/11/23/thomas-jefferson-statue-removed-nyc-slaveowner/"" > https://www.washingtonpost.com/history/2021/11/23/thomas-jefferson-statue-removed-nyc-slaveowner/ </a> - now removed (accessed 10/9/22) </p> <p> See also here - <a href=""https://news.artnet.com/art-world/thomas-jefferson-statue-headed-new-york-historical-society-2035662"" > https://news.artnet.com/art-world/thomas-jefferson-statue-headed-new-york-historical-society-2035662 </a> </p> <p> The artist David d’Angers (1788-1856) <a href=""https://en.wikipedia.org/wiki/David_d%27Angers""> https://en.wikipedia.org/wiki/David_d%27Angers </a> </p> ",David d’Angers,Yes,,unionist--image-0064,,,,,111,items_item,items,,,
unionist--text-0113,Advertisement for a Calculating Machine,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.39,,1833-09-05,"Reprinted advertisement from ""an English Newspaper"" for mechanical calculating device",English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Advertisement; Miscellaneous Filler,Text,Unionist content,,1,6,"QUITE NEW.—The following is from an English newspaper advertisement:—“Patent machines for teaching arithmetic for the use of schools, and more especially of private families, by John Tyrell, Esq. A.M. Complete in a handsome mahogany box, price 16s. ",,,John Tyrell,,,unionist--image-0180,,,,,112,items_item,items,,,
unionist--text-0114,Proverb on generosity,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.40,,1833-09-05,"Give to the deserving, and you are also deserving",English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler,Text,Unionist content,,1,6,"As the next thing to having wisdom ourselves, is to profit by that of others, so the next thing to having merit ourselves is to take care the meritorious profit by us; for he that rewards the deserving, makes himself one of that number. ",,How are the meritorious defined?,,,,unionist--image-0181,,,,,113,items_item,items,,,
unionist--text-0115,Treatment of the Sun in London,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.41,,1833-09-05,Mistreatment of the sun in a dark place like London,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler; Humor,Text,Unionist content,,1,6,"TREATMENT OF THE SUN IN LONDON.—Mr. Matthews says ”no wonder that the sun seldom deigns to shine in town, while there is no place in the world where he is so ill-treated; for even when he rises there is nobody up to receive him.” ",,,,,,unionist--image-0182,,,,,114,items_item,items,,,
unionist--text-0116,WORKS OF ART.—Dr. Herschel’s Grand Telescope,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.42,,1833-09-05,The size and magnification of Herschel's telescope,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler; Science,Text,Unionist content,,1,6,"WORKS OF ART.—Dr. Herschel’s Grand Telescope. The tube of this instrument is thirty-nine feet four inches long, and four feet and ten inches in diameter, every part being made of iron. It was begun in 1785 and completed in 1789. It magnifies <em>six thousand times.</em> ",,,William Herschel,,,unionist--image-0183,,,,,115,items_item,items,,,
unionist--text-0117,Anti-Masonic humor,<em>The Unionist</em> 1833-09-05,"William Leete Stone, <em>New-York Commercial Advertiser</em> (not yet researched)",1833-09-05 p.04.43,William Leete Stone,1833-09-05,Mocking the extent of knowledge gained by Masons,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler; Humor; Allied Reform Movements - Anti-Masonry,Text,Unionist content,,1,6,"<p> Col. Stone, of the N.Y. Commercial Advertiser sports the following short paragraph upon the <em>Signs</em> in his vicinity. </p> <p> ☞ <em>Letter G!</em> —The letter G. placed within the five radii of a masonic star, is occasionally seen adorning a <em>tavern sign</em> of some worthy member of the brotherhood in the country. This said G. means <em>Geometry,</em> and we never knew a lodge to proceed farther than this first letter in the science. </p> ",,"William Leete Stone, editor of the <em>New York Commercial Advertiser</em> ",William Leete Stone ,,,unionist--image-0065,,,,,116,items_item,items,,,
unionist--text-0118,Election of David Crockett,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.44,,1833-09-05,The election of Davy Crockett to Congress from Tennessee,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,National News; Miscellaneous Filler,Text,Unionist content,,1,6,"TENNESSEE.—The noted David Crocket, is elected to Congress in his district, by a small majority. ",,Did he wear the hat to Congress?,David Crocket,,,unionist--image-0184,,,,,117,items_item,items,,,
unionist--text-0119,Can a Leopard change his spots?,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.45,,1833-09-05,Joke,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler; Humor,Text,Unionist content,,1,6,"Can a Leopard change his spots? —Yes, if he does not like one spot, he can go to another. ",,Dad jokes in 1833,,,,unionist--image-0185,,,,,118,items_item,items,,,
unionist--text-0120,Proverb about rising early,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.46,,1833-09-05,Proverb concerning rising early,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler,Text,Unionist content,,1,6,"He that riseth late must trot all day, and shall scarce overtake his business at night. ",,Franklin's admonitions to early rising were already famous.,,,,unionist--image-0186,,,,,119,items_item,items,,,
unionist--text-0013,Negative Reception for The Unionist,<em>Norwich Republican</em> 7 August 1833,,,Norwich Republican,1833-08-07,Negative Reception for The Unionist,English,Norwich Republican,,https://creativecommons.org/publicdomain/mark/1.0/,Norwich Republican,The Unionist,Text,Positive notice,original,,,"“THE UNIONIST.”—This is the title of a new paper lately established in Brooklyn, Conn, and is edited with considerable tact, by Mr. C.C. Burleigh. The object of the editor seems to be, to sustain Miss Crandall in her negro business,—and to cut short the influence of our brother typo, the editor of the Advertiser. Brooklyn is celebrated for creating newspaper establishments, but the people “don’t take,” or some other reason, causes them to sicken and die very soon after they are brought into being. The practice of starting newspapers in every town containing 500 inhabitants, as is prevalent at the present day, is very much to be deprecated. The projectors too frequently neglect to “count the cost,” and they soon find that a large amount is invested but little profit realized. How the case may be with the “Unionist,” we know not. But if the editor fulfils his promise contained in the prospectus, to “advocate temperance, virtue and sound morality,” we must earnestly wish him success in the undertaking.",,This is a rather balanced assessment of <em>The Unionist</em> and its chances for long-term success.,Charles C. Burleigh; Andrew Judson; Prudence Crandall,,,unionist--image-0321,,,,,12,items_item,items,,,
unionist--text-0121,Proverb concerning non-resistance,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.47,,1833-09-05,Proverb concerning non-resistance,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler; Allied Reform Movements - Peace,Text,Unionist content,,1,6,It is better to suffer wrong than to do wrong. ,,"This epigram has deep New Testament and Socratic roots. It had also been recently restated by Samuel Johnson in a 1750 entry in [""The Rambler""] (https://www.johnsonessays.com/the-rambler/suspicious-justly-suspected/) . For the growing Peace and Non-Resistant movement, this epigram would become a life-guiding maxim.",Samuel Johnson (inferred),,,unionist--image-0187,,,,,120,items_item,items,,,
unionist--text-0122,Another suspected case of kidnapping,<em>The Unionist</em> 1833-09-05,<em>Journal of Commerce</em> (not yet researched),1833-09-05 p.04.48,,1833-09-05,Case of an African woman being kidnapped from a Black family in Philadelphia,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Race; Abolition,Text,Unionist content,,1,6,"<em>Another suspected case of Kidnapping.</em> —Two or three attempts to kidnap, here and at Philadelphia, have been recently recorded, and we fear we have now to add another. Mary, a colored woman aged 21, a native of Africa, and for the last 9 months a resident in the family of Isaac L. Fuller, [colored], attended the methodist church in Church street last Sunday evening as usual, since which she has not been heard of. As she never before kept irregular hours, and two or three days have elapsed without throwing any light upon the cause of her sudden disappearance, Mr. Fuller is strongly apprehensive that she has been kidnapped. She speaks very little English, having been landed on our shores by a vessel from a foreign port less than a year ago. There is a remarkable streak extending down the centre of her forehead, nose and chin. Any information which can be given concerning her will be thankfully received by Mr. Fuller, No. 33. Thomas st.— <em>Jour. of Com.</em> ",,"Kidnapping of free Blacks in northern cities would have been a major fear for the students at the Canterbury Female Academy. This article, and the one following closely on it concerning kidnapping free Blacks into slavery, are from the New York <em>Journal of Commerce</em>, another journalistic innovation by Arthur Tappan, in partnership with Samuel Morse. ",Isaac L. Fuller; Mary,Yes,,unionist--image-0188,,,,,121,items_item,items,,,
unionist--text-0123,Character of the Dutch,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.49,,1833-09-05,Historical examples of positive Dutch contributions,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler,Text,Unionist content,,1,6,"<em>Character of the Dutch,</em> —It is well known that a habit prevails almost every where, of underrating and disparaging Dutch character and Dutchmen. Nothing is more unjust, and nothing is more common—nothing testifies more unequivocally the ignorance and prejudice of those who indulge in it, than the habit.—England is called the mother; but if such of our population, whose ancestors emigrated from her shores are proud of their origin, much more reason have they, who are descendants of the honest burgomasters of Holland, to be proud of theirs.—Holland, though occupying a territory not larger than the state of Maryland, was first among the nations of Europe to take a stand in favor of liberty, and, single handed, maintained a six years’ war in its defence, against the greatest odds. At a time when France and England were yet involved in bigotry and superstition, Holland achieved for herself civil and religious freedom, and opened her bosom as an asylum for the oppressed Huguenots; while others, the pilgrim fathers sought a refuge from persecution in the wilds of America. Holland for a long time took the lead of all the surrounding nations in commerce, in science, in arts, and in arms. For the inventions of the telescope, microscope, thermometer, pendulum, gunpowder, and printing, the world is indebted to the Dutch. And the best and most correct translation of the original Scriptures, in any language, is that of the Low Dutch, made under the auspices of the Synod of Dort. ",,"In what could be a sly parallel to racial prejudice, the historic contributions of the Dutch are positively evaluated. The Synod of Dort was the Calvinistic theological gathering that cemented the TULIP doctrine of total human depravity.",,,,unionist--image-0190,,,,,122,items_item,items,,,
unionist--text-0124,Kidnapping,<em>The Unionist</em> 1833-09-05,<em>Journal of Commerce</em> (not yet researched),1833-09-05 p.04.50,,1833-09-05,Kidnapping of a Black child by a Black man in New York,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Race; Abolition,Text,Unionist content,,1,6,"<em>Kidnapping.</em> —A man of color, named John Hill, was brought before the police magistrate on Monday, charged with abduction, in taking away Sarah Jane Demons, a girl of color, aged six years, from the house of Emilia Smith, a woman of color, who resides at 99 Greenwich st. On Sunday evening three gentlemen observed the prisoner carrying a child, which was crying, and seemed very reluctant to be taken away. The gentlemen stopped Hill, and questioned him as to how he came in possession of the child. He gave them evasive answers, and they then inquired of the child where she lived. The little girl told them her place of residence, and signified her entire ignorance of the cause for which Hill had taken her away. The gentlemen considered the case sufficiently suspicious to warrant them in arresting the prisoner, and one of them, assisted by a man of color, named Bristol Martin, lodged him in prison, whilst the other restored the little girl to her friends. Hill’s explanation of the affair was, that he merely took the child to <em>give it some candy</em>. He had been seen the same evening endeavoring to take away another child, who, however, struggled so hard as to make him abandon his design. The occurrence created considerable excitement amongst the people of color in the city, a large number of whom attended to hear the case disposed of. Hill was committed to prison.— <em>Jour. Com.</em> ",,"Kidnapping of free Blacks in northern cities would have been a major fear for the students at the Canterbury Female Academy. This article, and the one preceding closely on it concerning kidnapping free Blacks into slavery, are from the New York <em>Journal of Commerce</em>, another journalistic innovation by Arthur Tappan, in partnership with Samuel Morse. ",John Hill; Sarah Jane Demons; Emilia Smith; Bristol Martin,Yes,,unionist--image-0189,,,,,123,items_item,items,,,
unionist--text-0125,The Holy Bible in Canton,<em>The Unionist</em> 1833-09-05,<em>Chinese Courier</em> (not yet researched),1833-09-05 p.04.51,,1833-09-05,Proselytizing with the Bible in China,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Religion; Foreign News; Miscellaneous Filler,Text,Unionist content,,1,6,"<p> <em>The Holy Bible in Canton.</em> —A second edition of the Bible has been published at the Anglo Chinese College, in Malacca; it is a large and beautiful octavo in 21 volumes, and has been printed with new blocks. Had the College been the means of accomplishing nothing more than the publication of this and a former edition of the Bible, we should think its founder and contributors abundantly repaid for all their labors. But we know from good authority, that many of the students who have been educated in the college, are now filling respectable stations, civil or commercial in the Straits; and that some of them are teaching the English language in Pegu and Cochin China. And above all we rejoice to know that some have there received the gospel in the love of it; obey its precepts; enjoy its consolations; and assist, even in China itself, in diffusing a knowledge of its righteous requisites and its glorious promises. </p> <p align=""right""><em>Chinese Courier</em></p> ",,"Robert Morrison (1782-1834) was instrumental in establishing the college at Malacca, and the <em>Chinese Courier</em>, as well as facilitating this translation of the Bible into Cantonese.",,,,unionist--image-0191,,,,,124,items_item,items,,,
unionist--text-0126,Ten miles of Paper,<em>The Unionist</em> 1833-09-05,,1833-09-05 p.04.52,,1833-09-05,Larger orders of paper for new printing technologies,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,The Unionist,Miscellaneous Filler; Science,Text,Unionist content,,1,6,"<em>Ten miles of Paper.</em> —Paper used to be sold by the sheet, the quire, or the ream;&nbsp; but in “the march of improvement,” stationary will not remain stationary, and so it is now sold by measure. The following order was received from a pottery firm the other day. The writer, it will be observed, gives his orders with as much indifference as though they were not at all extraordinary:—“Gentlemen—Please to send us ten miles of your best printing tissue paper, in length; 6 miles to be 30 inches broad, 4 miles 22 inches broad—to be wrapped on wooden rollers, according to the plan given to Mr. George Fourdrinier.” The object of having the paper of such great length is that it may be printed from engraved cylinders, in the same way as calicoes, &amp;c. ",,George Spafford and James Phelps in Windham in the 1830s were among the first Americans to use the [Fourdrinier machine.] (https://paper.gatech.edu/advent-paper-machine) More information on the Fourdrinier paper-machine can be found [on this website.] (https://www.frogmorepapermill.org.uk/the-fourdrinier-paper-machine/),George Fourdrinier; George Spafford; James Phelps,,,unionist--image-0066,,,,,125,items_item,items,,,
